Respondent ID,RLH,500 kWh gratis per jaar,1.000 kWh gratis per jaar,1.500 kWh gratis per jaar,50 euro korting per jaar op je energierekening,100 euro korting per jaar op je energierekening,150 euro korting per jaar op je energierekening,5% korting op het stroomtarief per jaar,10% korting op het stroomtarief per jaar,15% korting op het stroomtarief per jaar,20% korting op het stroomtarief per jaar,100 euro korting per jaar op energiebesparende producten,250 euro korting op Plug-In Thuisbatterij,500 euro korting op een Plug-In Thuisbatterij,Eenmalige cadeaukaart (zoals bijv. Bol.com of Coolblue) t.w.v. 100 euro,Eenmalige cadeaukaart (zoals bijv. Bol.com of Coolblue) t.w.v. 200 euro,Eenmalige cadeaukaart (zoals bijv. Bol.com of Coolblue) t.w.v. 300 euro,Gratis Stroom in de lente- en zomerweekenden van 12:00 tot 17:00 t.w.v. 20 euro,"Gratis Wifiversterker t.w.v. 2,50 euro per maand",Gratis Wifiversterker t.w.v. 79 euro,"2,50 euro korting per maand op Internet voor thuis",5 euro korting per maand op Internet voor thuis,"7,50 euro korting per maand op Internet voor thuis",Gratis hogere internet snelheid t.w.v. 5 euro per maand,"Gratis TV Plus-Pakket t.w.v. 4,99 euro per maand","Gratis TV opnemen pakket t.w.v. 4,99 euro per maand","Gratis TV Kids pakket t.w.v. 4,99 euro per maand","5 euro korting per maand op Streaming diensten (Bijv. Netflix, Videoland, Disney+ etc.)","2,50 euro korting per maand op TV Sport pakket (Viaplay, Ziggo Sport, ESPN)","5 euro korting op TV Sport pakket (Viaplay, Ziggo Sport, ESPN)",Gratis 3 GB Extra Data Mobiel,Gratis 5 GB Extra Data Mobiel,Gratis 10 GB Extra Data Mobiel,Gratis 15 GB Extra Data Mobiel,Gratis Dubbele Data mobiel,1 euro korting per maand op Onbeperkt Data abonnement (van 20 euro p/mnd),"2,50 euro korting per maand op Onbeperkt Data abonnement (van 20 euro p/mnd)",5 euro korting per maand op Onbeperkt Data abonnement (van 20 euro p/mnd),"1 euro korting per maand op Mobiel abonnement (van 5,50 tot 10 euro p/mnd)","2,50 euro korting per maand op Mobiel abonnement (van 5,50 tot 10 euro p/mnd)","5 euro korting per maand op Mobiel abonnement (van 5,50 tot 10 euro p/mnd)"
17,0.250064695031778,0.56143242650594094,0.50502563780026144,0.58895059985782272,2.5462347080772716,3.3367437140339971,2.9847787393178975,0.54420843960694953,1.4367432231550465,1.1114229273886986,1.5339995087365699,2.590426053880317,5.0667271139096615,6.7354025408756772,3.9555445028277569,3.3753579477854969,6.084377462981287,1.7678959071662752,1.8540629777358948,6.4227597992186842,1.8081293984526574,2.7892190468908109,6.0588986123198731,1.2463867764134089,1.6671251913373049,2.162956248111271,1.0612849650305007,0.8718757117314716,1.6644540725671568,0.85446922762656108,1.298664432350318,1.0675251292066086,1.501024876900158,0.93124393760529656,0.8489086536602729,2.8371645019304572,2.490609660515628,3.894500228009397,2.5573079827886169,4.7564503249137076,4.62970679077702
18,0.548544055239223,6.4117919670893944,7.2287819742854236,7.304046365938663,1.9583567499239094,5.6127418107865337,5.8768072838529877,2.667634658188101,5.3734352519240156,6.573988585727319,7.1890770168764426,3.6424161381075133,6.1791264108368038,7.2166720657544188,3.5970548809245093,6.5274720943288012,6.0763829271520109,3.1366004432421333,0.087291817161443991,0.86504015488315289,0.04421862529961379,0.12865202052977193,0.28315546004867953,0.21378891602932612,0.26540500092765362,0.024000387338929674,0.45529659644675008,0.30260570061939451,0.051397639362339632,0.066449002676652047,0.31372628286648291,0.39373499257279443,0.723143756118209,1.0105153987059721,1.4642885786632061,0.059460146814570132,0.10889723307218521,0.1947479944308001,0.058752656393795247,0.084828622468365839,0.228216391630898
19,0.575923890393128,7.4106822268393424,8.0082428493169378,8.031145305050476,2.0893726438137543,4.6174466098844524,6.86934245097956,6.4476732667014938,7.6738454233105147,7.8427230935987264,8.0048110499403684,0.18581849642940082,0.0042466662508586781,0.0021385407037921057,0.809031652321554,1.59279581252442,2.660765383919665,0.36727796410180924,0.99227849140107149,4.2060649622987656,0.83406108384587174,1.7512394053406173,4.6401603100680022,4.4494441200348431,0.0662694388178773,0.037058203115934038,0.022147747515589962,0.31244559844859976,0.12952578840464593,0.098541797631582884,0.57471529377649455,0.76733581892725311,1.2338780167333241,2.001481864187987,0.64827650872339382,0.39502788596158184,0.589091282420164,0.872707868776979,0.38513113158305612,0.6433498127079248,1.7324081335913128
20,0.558522962512446,7.1203997266437611,7.5628141944294747,7.6259927162017043,3.0857197577871149,6.9822311519563929,7.35742189230624,6.537057068479597,7.3997937930139939,7.4343762878954776,7.6071360247119957,0.76296730958551984,0.03191722483320926,0.088754846780957,0.73355195540955853,1.9484285390261133,2.530812163507989,0.069281539746423593,0.01793862515291814,0.061474738994827721,2.7026670649897446,4.3729336212792971,6.6931880499165555,1.6764882851979392,0.045499328774217952,0.043329531546885187,0.028739337036249521,0.33570446108285318,0.38663271436141833,0.48201788504131093,0.097661306832856121,0.14488469442778346,0.088891453316030641,0.14274758058112291,0.31288312362781479,0.25360786122852474,0.72759007172158152,0.33127208581582751,1.0205273075191881,1.7355069287641838,3.4191577504753572
21,0.62659926929072,1.1462863471806812,2.9283941246166414,4.4583336861021738,5.8372406993709767,7.4493493748556059,7.5612918744671855,0.95862127751087878,3.4558897008017309,6.4348842716746795,7.050328286898039,0.91448241220759319,0.007040595598565921,0.0058572448658651714,6.8327700859447313,7.4481821515794566,7.5774966063288804,6.4982075934372618,0.11933552810561238,0.91311755076979129,0.1579130207825111,3.5758504223985188,4.5539543523966062,0.16206215972201177,1.6045039109620403,1.1727311596993595,0.089728327347631212,3.6824426207029894,0.32500998572557716,1.4625694515565315,0.080961759704350364,0.26799892176614482,0.43772765639791233,0.542738891929994,0.67078741485703308,0.023473830617984713,0.13812841768741871,1.8662833620445427,0.012913358263755521,0.11759320696149772,1.4575183561592169
22,0.267746900050952,4.8226755948193079,1.9969295967673242,2.4356580756740511,5.5125437244927333,6.6730388843720974,6.2300004342937854,2.2630927603109936,1.6866714775724607,1.4727428324267584,1.3202081272865014,3.352825403529037,1.0757836151518974,0.72999852846282831,4.0196483776634571,2.0645046607596713,0.61858756301646434,0.83207254857874924,0.73682054313191314,0.69545510707672631,4.227128097434365,1.9996395865405889,5.6302355735245886,0.49229566243958622,0.919657653567195,3.147150705899235,3.0426496623789561,5.051995262809954,3.194316817197107,3.2014996244932057,2.0022062025240981,1.6113055524160302,1.427001808503614,0.75018499546312656,1.6239351826900412,3.0375990649487932,2.4615452692824649,1.7268307091903818,1.3724909288478975,2.1754287340349641,2.3656450504270574
23,0.582621059840327,5.8933257668572008,7.4657331082746774,7.5764058323588932,1.5360300537408611,5.9475485672985915,6.7778738323838379,6.7388432876920783,7.45499663269734,7.6211102576436831,7.6450350885000811,0.32248348051101122,0.035715383366997179,0.25021314629526653,1.3034272127924396,4.2964848408842089,5.9853740096318369,6.3175387578367621,0.022010438138779304,0.1855127149876355,0.072677477639207233,0.85660408996315607,2.6005345646002302,0.30988399861069427,0.093173880954747143,0.11549971335654984,0.024526628114502097,0.57154917787619708,0.037605404417715191,0.18593779760402374,0.17333493750760839,0.95129612979305622,1.3755943977154728,1.9689982241350754,3.4243446982445351,0.024552337586815506,0.21874197926381905,1.9360973319332373,0.027246064771108261,0.39167179119217532,1.2644669628278622
24,0.6268381137062,7.1717397156072646,7.4299396923843641,7.5469277756183839,3.7100400219064134,7.0010417177384712,7.4242832035931432,1.6920033484672061,3.8317345146404045,6.3064001141344059,7.0131073060270914,2.5067726164045525,0.54997944033398183,2.1279083935485357,7.34754907998788,7.5561427269497052,7.5877212281234669,1.3159510501979577,0.31421705864545407,1.553081994823263,0.1853238409596992,1.4801430581898107,2.5287520363650118,0.045756775462851867,0.13474873202420407,3.0872250582239151,0.02473661223769074,0.41758571948686679,0.0064153413219204536,0.0049065049446144759,0.10300187526499657,0.12135229217684802,0.21979564381272151,0.23549853553132627,0.068273195810089088,0.033401536210092529,0.078276238458208719,0.2615457938286912,0.033321952627138905,0.18984873518734885,0.753549522743975
25,0.455339302609647,4.4690959177660661,7.4254202596911361,7.9569932892540747,4.3083542112752209,6.9865205535972308,7.5938035486363633,2.3728409966307931,7.0244349353150772,7.2773874640489993,8.0406433145113017,4.4748086015126054,0.47714365819779142,0.59765047080188927,2.163774642640051,4.6011872229591386,6.4564974268281787,0.64726521515146707,0.11946652041732078,0.307348281041322,0.17091787303793932,1.9132770359020204,3.4059232412627081,0.82265947669989559,1.3489125471393819,0.72851970807025213,0.097586750327195756,2.2847997418453128,0.18878042990530094,0.53519641356575653,0.096131474623917051,0.34930862020535652,0.72696170050925,1.0928854111005475,0.67459858674142836,0.086821625955647783,0.32543869163262162,1.2443713615358267,0.066807764153293772,0.23823386968118898,0.30123114582912019
26,0.630961738633805,4.5082414224846064,5.3260878885281508,6.5021342345547346,5.185406811291509,6.7385760747914425,6.946450577194045,6.5218882080297149,7.0244992901441554,7.1081549734035212,7.1394271436382013,0.41304093027636352,0.18909753631173776,0.1708929804785482,1.5914615381242188,3.3726338925948478,4.7614855161125105,6.8625736744327579,0.0074749975214480745,0.017778972885528769,0.95745071879014076,2.3673125964472645,5.0200506336999124,0.39718486117370977,0.061186244878984386,0.010836562184435851,0.0068798395736714745,3.3817411309880816,0.040228089024797527,0.1021991403486763,0.065776768735491,0.19532264466019489,0.30115577737690435,0.55423512019737187,0.48969929614963903,0.075467426604492183,0.4769562970613157,1.3910406958229611,0.18522298414104332,1.1118616010721603,2.4208849082707204
