Respondent ID,RLH,500 kWh gratis per jaar,1.000 kWh gratis per jaar,1.500 kWh gratis per jaar,50 euro korting per jaar op je energierekening,100 euro korting per jaar op je energierekening,150 euro korting per jaar op je energierekening,5% korting op het stroomtarief per jaar,10% korting op het stroomtarief per jaar,15% korting op het stroomtarief per jaar,20% korting op het stroomtarief per jaar,100 euro korting per jaar op energiebesparende producten,250 euro korting op Plug-In Thuisbatterij,500 euro korting op een Plug-In Thuisbatterij,Eenmalige cadeaukaart (zoals bijv. Bol.com of Coolblue) t.w.v. 100 euro,Eenmalige cadeaukaart (zoals bijv. Bol.com of Coolblue) t.w.v. 200 euro,Eenmalige cadeaukaart (zoals bijv. Bol.com of Coolblue) t.w.v. 300 euro,Gratis Stroom in de lente- en zomerweekenden van 12:00 tot 17:00 t.w.v. 20 euro,"Gratis Wifiversterker t.w.v. 2,50 euro per maand",Gratis Wifiversterker t.w.v. 79 euro,"2,50 euro korting per maand op Internet voor thuis",5 euro korting per maand op Internet voor thuis,"7,50 euro korting per maand op Internet voor thuis",Gratis hogere internet snelheid t.w.v. 5 euro per maand,"Gratis TV Plus-Pakket t.w.v. 4,99 euro per maand","Gratis TV opnemen pakket t.w.v. 4,99 euro per maand","Gratis TV Kids pakket t.w.v. 4,99 euro per maand","5 euro korting per maand op Streaming diensten (Bijv. Netflix, Videoland, Disney+ etc.)","2,50 euro korting per maand op TV Sport pakket (Viaplay, Ziggo Sport, ESPN)","5 euro korting op TV Sport pakket (Viaplay, Ziggo Sport, ESPN)",Gratis 3 GB Extra Data Mobiel,Gratis 5 GB Extra Data Mobiel,Gratis 10 GB Extra Data Mobiel,Gratis 15 GB Extra Data Mobiel,Gratis Dubbele Data mobiel,1 euro korting per maand op Onbeperkt Data abonnement (van 20 euro p/mnd),"2,50 euro korting per maand op Onbeperkt Data abonnement (van 20 euro p/mnd)",5 euro korting per maand op Onbeperkt Data abonnement (van 20 euro p/mnd),"1 euro korting per maand op Mobiel abonnement (van 5,50 tot 10 euro p/mnd)","2,50 euro korting per maand op Mobiel abonnement (van 5,50 tot 10 euro p/mnd)","5 euro korting per maand op Mobiel abonnement (van 5,50 tot 10 euro p/mnd)"
17,0.250064695031778,-1.4904631192876394,-1.6019875423822394,-1.4398480782825192,0.24342907764000576,0.61806718830723473,0.4588306223429317,-1.5233484479715194,-0.45892204637938927,-0.75080858727998923,-0.3826702009457692,0.26618588895085871,1.3108378920586088,1.9599445949697387,0.87813486029435373,0.6349553219108377,1.6999716738803046,-0.21441615567308925,-0.15694471263109921,1.8332532756284419,-0.18731137453874935,0.36548037720267168,1.6900611594209418,-0.62176858802511936,-0.28453992080036916,0.033402073244900743,-0.80227816191366919,-1.0186720398550491,-0.28644475446447926,-1.0406389673870393,-0.5750342525492893,-0.79575635340757933,-0.40805900342027934,-0.94663208050164949,-1.0477423756463491,0.38873655534207674,0.21439829825670476,0.85334051710983472,0.24915636909674577,1.1924109979194375,1.1436900197662507
18,0.548544055239223,3.3117352349762608,5.50209061983028,6.5292553853949595,0.37416125397298083,2.5609242191982404,2.7721153807315511,0.82438716313771065,2.3880699895689905,3.5272586451379104,5.2063765937932516,1.3694503765634205,3.0525394966010508,5.40265807444346,1.3447473281206808,3.4617013268134005,2.9514337310800509,1.0919465008239606,-3.0345031477453683,-0.6276623423627794,-3.7205296795217695,-2.6409348786692082,-1.8304124931525503,-2.1211918605207565,-1.8976614178458113,-4.3343706503859689,-1.3307872847961413,-1.7612205233684084,-3.5690999467771096,-3.3101921267939396,-1.7235503117697923,-1.4849517074171255,-0.8284860154715592,-0.44952267417303937,-0.0043037093124094206,-3.4222801299888594,-2.8103746211913623,-2.2171405162270084,-3.434347130895909,-3.0634661117442592,-2.0538620400570493
19,0.575923890393128,3.8416114997046784,6.7227602808712081,7.627544196950268,0.33852193979121703,1.6837687853438481,3.1500177241687881,2.7805651854916382,4.4104502213019376,5.0352107766135781,6.6370356072527379,-2.3586001504426819,-6.1600714404077124,-6.8463441092172825,-0.80493376746594092,-0.012913261760572933,0.681101485290234,-1.6538973596414921,-0.5751237915,1.477161941687368,-0.77100099722914583,0.10677574456998526,1.695321208783628,1.598878516061258,-3.4047351358525719,-3.9896278764856121,-4.5062416243312118,-1.822700666543712,-2.7266260452973019,-3.0039310817266416,-1.1787582134336421,-0.86359161913777793,-0.32236251580501496,0.28090051740297706,-1.0484220692314319,-1.5774399092681519,-1.152126023550432,-0.72033422207511588,-1.604104951772642,-1.0567164593543821,0.092977660245108062
20,0.558522962512446,3.9936608143801751,5.903748234932225,7.3612113226633848,0.995832108312173,3.7404250135414552,4.6269587932914753,3.160937223124145,4.7918708335205151,4.9483084968239552,6.6792601313198956,-0.813214394343315,-4.0882326369615152,-3.0580070060699045,-0.85679603663085513,0.31338706789204795,0.682742539977812,-3.3082802269138245,-4.6662566011980049,-3.4288622948695746,0.782619940153838,1.67619190377658,3.3363777063284745,0.11643509590670487,-3.7318953378767246,-3.7810439506316147,-4.1935289685715551,-1.6944280376259753,-1.5461924194058552,-1.3124585524660952,-2.9612002794353751,-2.5604912020509554,-3.0564509669387947,-2.5756364068025155,-1.7679467273581049,-1.9860386378077253,-0.865818853816205,-1.7083253687617852,-0.48421367987486508,0.16097026588973495,1.1743810945765449
21,0.62659926929072,-0.34134666395404434,0.9199188525380656,1.7373172867559425,2.5854572340646329,5.3083017747607926,6.7457481787200324,-0.54881094071487635,1.2054450776817025,3.0979097031617226,3.9435384079358728,-0.60257596676900038,-5.5965754480002978,-5.7807447838618273,3.5770992880231027,5.300263207138622,7.3560435538498226,3.1637398446810527,-2.7514231066815071,-0.60427380489237237,-2.4661453330213172,1.2689653203853226,1.7894786842645827,-2.4396518346683371,0.068624939637065646,-0.31443072949014733,-3.0405273521656571,1.3252051143628727,-1.7216152220234675,-0.047404666382548255,-3.144504016121227,-1.9222975701188774,-1.4082522540658473,-1.1784440396703375,-0.94830102929755045,-4.3902144901694475,-2.6026619658368673,0.26442780694049167,-4.989231848424418,-2.7663639070527672,-0.051687301518957361
22,0.267746900050952,1.1850471418547455,-0.088118412188624415,0.16208906498911357,1.4431414523699955,1.8862907669532556,1.7137165806169055,0.06798925286184429,-0.29191998902401739,-0.45095541180698234,-0.57665231240709647,0.59900157934034659,-0.80706198817374342,-1.2300487949216043,0.87526071574572151,-0.0470624279393954,-1.4067425740787145,-1.0889019734158145,-1.2200638608229244,-1.2819765293407543,0.95704199696084458,-0.086451552638531423,1.4871244882557855,-1.6475261861707344,-0.9799232900859145,0.50816224969645063,0.46068920904520261,1.2711600028609455,0.52928539737021862,0.53248633092876863,-0.084874483922404417,-0.3459403502436294,-0.48744034665261843,-1.2007488575928245,-0.3367453346242914,0.45837029440058763,0.1757909529490693,-0.26393390785619542,-0.5322370454649874,0.01817060523158659,0.12450754694041559
23,0.582621059840327,2.5963347794130209,5.0845833346767613,6.0120196562979409,0.0048164703012520127,2.6368351834090511,3.4360586634470813,3.3865335379884511,5.0266997336705908,6.9399649824141507,8.60652585035025,-1.7371314161154991,-3.9759879852960487,-2.000683898647559,-0.19672249136714759,1.6338950912674408,2.6656352613188909,2.9421247324621911,-4.4618508193191486,-2.3085784281407991,-3.2606722226286089,-0.684528533110035,0.722604552754681,-1.778703149646319,-3.009527918824269,-2.7917687865823591,-4.3532783418187693,-1.1302542405600291,-3.924173482568039,-2.3062327117922288,-2.3781060366040987,-0.565643383532265,-0.131398623381705,0.32658105594100906,1.1758814246256009,-4.3522272926333585,-2.1393477850064389,0.303956373895664,-4.2477719728704386,-1.533272803567419,-0.233188360221429
24,0.6268381137062,4.2275825506218769,5.2226808422505071,6.547356614656147,1.3414570424170766,3.8613900170255664,5.1872351918413075,0.13755858204241589,1.4055974640713869,2.9780241526502667,3.8838034134834571,0.679302014009367,-1.1632215040560863,0.44356291741123688,4.7967350294439868,6.7879569645424471,9.407200453426368,-0.17560201660908714,-1.7559577364116201,0.028606642101016821,-2.3014967407135529,-0.031505272687326169,0.69236491600322692,-3.7189341858699332,-2.6269964694700532,1.008825631760637,-4.3367719400544926,-1.4572432271300571,-5.688782925930683,-5.9571122004354731,-2.899910233670933,-2.7335056976732233,-2.1262371592910929,-2.0550978852660631,-3.3157678616128634,-4.0353084892486333,-3.1777102806451434,-1.946645333407433,-4.0377044959649826,-2.2767626474930531,-0.81896613611653313
25,0.455339302609647,1.5715011960162635,3.6693417316684629,4.9492521014851532,1.4924960996012036,3.1512174745864234,3.9432804355901334,0.49084108648558344,3.188841418512963,3.470637984423373,5.4229485932395836,1.5743181768393437,-1.3955736200833524,-1.1546224406037895,0.36325438107626362,1.6368478756151437,2.7055080679100332,-1.0683097147900433,-2.8257285519747786,-1.857206085119848,-2.4611800559400887,0.19944149365965358,1.0480627206551436,-0.80497211352408637,-0.23627314164713642,-0.9392094913437975,-3.0307328683397268,0.43799117541021348,-2.3595465797260946,-1.2731949365383335,-3.0459377960696568,-1.7238894622927714,-0.94155936683291752,-0.48353112368594653,-1.0233140641339264,-3.1489494636500162,-1.7977138027283794,-0.33212347337720649,-3.4134549786823767,-2.1206726709628807,-1.8780862107277965
26,0.630961738633805,1.9179347092284653,2.4538428665901852,3.6810392314000753,2.3530646359527654,4.1642912647812151,4.8803515469441248,3.7146798499494356,5.3533584493545749,6.3571545217787051,7.3671810938326852,-1.4066304007621147,-2.2205790183606346,-2.324413499647255,0.13426978437639536,1.2709869709996544,2.0730617324667353,4.5335235445154956,-5.4770081602797251,-4.6091133307728152,-0.48173834487359457,0.68148741242448041,2.2401372829592754,-1.4481235059277646,-3.3671091103443347,-5.1051758838407748,-5.5600598496045546,1.2760928120837685,-3.7894150820739148,-2.8483119926738745,-3.2941176994793846,-2.1872954488768546,-1.7390026116698045,-1.0914308991147046,-1.2249543001886245,-3.1553158738033842,-1.2532302660729147,-0.035705742479258618,-2.241837412008965,-0.30700129196090464,0.7151120151781154
